Date,Time,Nitrogen dioxide,Status
23/03/2021,14:00:00,26.29525,V ugm-3
23/03/2021,15:00:00,28.47397,V ugm-3
23/03/2021,16:00:00,30.55537,V ugm-3
23/03/2021,17:00:00,35.54538,V ugm-3
23/03/2021,18:00:00,41.98791,V ugm-3
23/03/2021,19:00:00,44.60655,V ugm-3
23/03/2021,20:00:00,39.57261,V ugm-3
23/03/2021,21:00:00,33.66495,V ugm-3
23/03/2021,22:00:00,29.83822,V ugm-3
23/03/2021,23:00:00,26.25165,V ugm-3
23/03/2021,0:00:00,19.42401,V ugm-3
24/03/2021,01:00:00,19.25924,V ugm-3
24/03/2021,02:00:00,28.56558,V ugm-3
24/03/2021,03:00:00,22.83054,V ugm-3
24/03/2021,04:00:00,31.06886,V ugm-3
