Date,Time,Nitrogen dioxide,Status
06/04/2021,07:00:00,25.79798,V ugm-3
06/04/2021,08:00:00,22.15164,V ugm-3
06/04/2021,09:00:00,15.42807,V ugm-3
06/04/2021,10:00:00,8.68758,V ugm-3
06/04/2021,11:00:00,8.47497,V ugm-3
06/04/2021,12:00:00,7.79818,V ugm-3
06/04/2021,13:00:00,9.4934,V ugm-3
06/04/2021,14:00:00,13.44747,V ugm-3
06/04/2021,15:00:00,11.92343,V ugm-3
06/04/2021,16:00:00,11.65568,V ugm-3
06/04/2021,17:00:00,11.65136,V ugm-3
06/04/2021,18:00:00,15.96222,V ugm-3
06/04/2021,19:00:00,13.4857,V ugm-3
06/04/2021,20:00:00,10.43907,V ugm-3
06/04/2021,21:00:00,21.18628,V ugm-3
06/04/2021,22:00:00,17.40411,V ugm-3
06/04/2021,23:00:00,21.36323,V ugm-3
06/04/2021,0:00:00,25.60886,V ugm-3
07/04/2021,01:00:00,18.27245,V ugm-3
07/04/2021,02:00:00,16.15539,V ugm-3
07/04/2021,03:00:00,18.28818,V ugm-3
07/04/2021,04:00:00,19.13693,V ugm-3
07/04/2021,05:00:00,24.56002,V ugm-3
07/04/2021,06:00:00,47.26282,V ugm-3
07/04/2021,07:00:00,51.05842,V ugm-3
07/04/2021,08:00:00,34.67099,V ugm-3
07/04/2021,09:00:00,21.00498,V ugm-3
07/04/2021,10:00:00,16.61269,V ugm-3
07/04/2021,11:00:00,9.97332,V ugm-3
07/04/2021,12:00:00,14.19369,V ugm-3
07/04/2021,13:00:00,9.52572,V ugm-3
07/04/2021,14:00:00,11.10036,V ugm-3
07/04/2021,15:00:00,11.55015,V ugm-3
07/04/2021,16:00:00,13.93878,V ugm-3
07/04/2021,17:00:00,14.23022,V ugm-3
07/04/2021,18:00:00,16.04986,V ugm-3
07/04/2021,19:00:00,19.75238,V ugm-3
07/04/2021,20:00:00,22.02181,V ugm-3
07/04/2021,21:00:00,18.00332,V ugm-3
07/04/2021,22:00:00,14.38013,V ugm-3
07/04/2021,23:00:00,15.34589,V ugm-3
07/04/2021,0:00:00,22.14102,V ugm-3
08/04/2021,01:00:00,18.76414,V ugm-3
08/04/2021,02:00:00,16.6172,V ugm-3
08/04/2021,03:00:00,15.76029,V ugm-3
08/04/2021,04:00:00,18.01973,V ugm-3
08/04/2021,05:00:00,23.59402,V ugm-3
08/04/2021,06:00:00,41.94609,V ugm-3
08/04/2021,07:00:00,40.60975,V ugm-3
08/04/2021,08:00:00,27.04715,V ugm-3
08/04/2021,09:00:00,12.09514,V ugm-3
08/04/2021,10:00:00,11.09209,V ugm-3
08/04/2021,11:00:00,7.89326,V ugm-3
08/04/2021,12:00:00,6.59319,V ugm-3
08/04/2021,13:00:00,8.6144,V ugm-3
08/04/2021,14:00:00,6.53048,V ugm-3
08/04/2021,15:00:00,7.09904,V ugm-3
08/04/2021,16:00:00,8.57908,V ugm-3
08/04/2021,17:00:00,9.78705,V ugm-3
08/04/2021,18:00:00,13.31347,V ugm-3
08/04/2021,19:00:00,14.04572,V ugm-3
08/04/2021,20:00:00,12.30176,V ugm-3
08/04/2021,21:00:00,14.46096,V ugm-3
08/04/2021,22:00:00,11.68159,V ugm-3
08/04/2021,23:00:00,8.84544,V ugm-3
08/04/2021,0:00:00,7.99149,V ugm-3
09/04/2021,01:00:00,8.63431,V ugm-3
09/04/2021,02:00:00,6.81104,V ugm-3
09/04/2021,03:00:00,6.52812,V ugm-3
09/04/2021,04:00:00,8.63281,V ugm-3
09/04/2021,05:00:00,11.75616,V ugm-3
09/04/2021,06:00:00,27.46419,V ugm-3
09/04/2021,07:00:00,27.65874,V ugm-3
09/04/2021,08:00:00,15.79256,V ugm-3
09/04/2021,09:00:00,12.37655,V ugm-3
09/04/2021,10:00:00,8.07888,V ugm-3
09/04/2021,11:00:00,7.96661,V ugm-3
09/04/2021,12:00:00,8.37229,V ugm-3
09/04/2021,13:00:00,6.2616,V ugm-3
09/04/2021,14:00:00,7.46291,V ugm-3
09/04/2021,15:00:00,7.58192,V ugm-3
09/04/2021,16:00:00,9.44409,V ugm-3
09/04/2021,17:00:00,13.26953,V ugm-3
09/04/2021,18:00:00,17.99087,V ugm-3
09/04/2021,19:00:00,17.47892,V ugm-3
09/04/2021,20:00:00,15.72752,V ugm-3
09/04/2021,21:00:00,12.76957,V ugm-3
09/04/2021,22:00:00,14.08314,V ugm-3
09/04/2021,23:00:00,14.99778,V ugm-3
09/04/2021,0:00:00,13.05849,V ugm-3
10/04/2021,01:00:00,4.69963,V ugm-3
10/04/2021,02:00:00,7.73401,V ugm-3
10/04/2021,03:00:00,6.65737,V ugm-3
10/04/2021,04:00:00,6.07766,V ugm-3
10/04/2021,05:00:00,10.23073,V ugm-3
10/04/2021,06:00:00,15.74536,V ugm-3
10/04/2021,07:00:00,18.8636,V ugm-3
10/04/2021,08:00:00,16.46719,V ugm-3
10/04/2021,09:00:00,11.63182,V ugm-3
10/04/2021,10:00:00,12.83002,V ugm-3
10/04/2021,11:00:00,11.80885,V ugm-3
10/04/2021,12:00:00,12.59905,V ugm-3
10/04/2021,13:00:00,9.75891,V ugm-3
